,Unnamed: 0.1,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance,lower_90,upper_90,t-statistic,p-value
479,180,Actinobacteriota,Fatty acid biosynthesis!!!Cysteine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
480,181,Actinobacteriota,Cysteine biosynthesis!!!Na+-translocating Fd:NADH oxidoreductase,0.0,0.0,,,0,False,0.0,,,,
481,182,Actinobacteriota,Glutamine biosynthesis!!!Glutamine biosynthesis!!!Glutamine biosynthesis!!!Isoprenoid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
482,183,Actinobacteriota,Pentose phosphate pathway!!!Pentose phosphate pathway,0.0,0.0,,,0,False,0.0,,,,
483,184,Actinobacteriota,Serine biosynthesis!!!Lysine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
484,185,Actinobacteriota,Phospholipid biosynthesis!!!Lysine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
485,186,Actinobacteriota,Threonine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
486,187,Actinobacteriota,FoF1-type ATP synthase!!!FoF1-type ATP synthase,0.0,0.0,,,0,False,0.0,,,,
487,188,Actinobacteriota,tRNA modification!!!tRNA modification,0.0,0.0,,,0,False,0.0,,,,
488,189,Actinobacteriota,Ribosome 30S subunit!!!Isoprenoid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
489,190,Actinobacteriota,Aminoacyl-tRNA synthetases!!!Aminoacyl-tRNA synthetases,0.0,0.0,,,0,False,0.0,,,,
490,191,Actinobacteriota,Glutamine biosynthesis!!!Glycine cleavagePyruvate oxidation,0.8107868057104204,0.8262239193187063,,,30,True,0.0,0.6148890310447248,1.006684580376116,6.938952443874592,8.247517776112992e-09
491,192,Actinobacteriota,Pentose phosphate pathway,0.0,0.0,,,0,False,0.0,,,,
492,193,Actinobacteriota,Biotin biosynthesis!!!Fatty acid biosynthesis!!!Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
493,194,Actinobacteriota,NAD biosynthesis!!!NAD biosynthesis,0.0,0.0,,,0,False,0.0,,,,
494,195,Actinobacteriota,Lysine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
495,196,Actinobacteriota,Fatty acid biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
496,197,Actinobacteriota,Biotin biosynthesis!!!Ubiquinone biosynthesis,-0.0076848941725196,0.0460335846189027,,,2,False,0.0,-0.0185994617320791,0.0032296733870398,-1.1804513654707263,0.24351947495082188
497,198,Actinobacteriota,Histidine biosynthesis!!!Pyrimidine salvage,0.0,0.0,,,0,False,0.0,,,,
498,199,Actinobacteriota,Molybdopterin biosynthesis!!!Molybdopterin biosynthesis!!!Urea cycle,0.0,0.0,,,0,False,0.0,,,,
499,200,Actinobacteriota,16S rRNA modification!!!tRNA modification,0.0,0.0,,,0,False,0.0,,,,
500,201,Actinobacteriota,"Isoleucine, leucine, valine biosynthesis!!!Non-phosphorylated Entner-Doudoroff pathway",0.0,0.0,,,0,False,0.0,,,,
501,202,Actinobacteriota,Arginine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
502,203,Actinobacteriota,Serine biosynthesis!!!Glycine cleavage,0.0,0.0,,,0,False,0.0,,,,
503,204,Actinobacteriota,Heme biosynthesis!!!Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
504,205,Actinobacteriota,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!tRNA modification,0.0,0.0,,,0,False,0.0,,,,
505,206,Actinobacteriota,Mureine biosynthesis!!!tRNA modification,0.0,0.0,,,0,False,0.0,,,,
506,207,Actinobacteriota,Arginine biosynthesis!!!Threonine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
507,208,Actinobacteriota,Urea cycle!!!Proline biosynthesis,0.0,0.0,,,0,False,0.0,,,,
508,209,Actinobacteriota,Lysine biosynthesisTCA cycle,0.0,0.0,,,0,False,0.0,,,,
509,210,Actinobacteriota,Glutamine biosynthesis!!!Glutamine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
510,211,Actinobacteriota,Pyrimidine salvagetRNA modification!!!tRNA modification,0.0,0.0,,,0,False,0.0,,,,
511,212,Actinobacteriota,TCA cycle!!!Pyruvate oxidation!!!Pyruvate oxidation!!!Pyruvate oxidation,0.0014138643237254,0.0099975305098397,,,1,False,0.0,-0.0009565511692621,0.003784279816713,0.9999999999999925,0.3222234059506792
512,213,Actinobacteriota,CRISPR-Cas system,0.0,0.0,,,0,False,0.0,,,,
513,214,Actinobacteriota,Lysine biosynthesis!!!Mureine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
514,215,Actinobacteriota,Histidine biosynthesis!!!Histidine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
515,216,Actinobacteriota,Aromatic amino acid biosynthesis!!!Aromatic amino acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
516,217,Actinobacteriota,Pyrimidine biosynthesis!!!Pyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
517,218,Actinobacteriota,Na+-translocating Fd:NADH oxidoreductase,0.0,0.0,,,0,False,0.0,,,,
518,219,Actinobacteriota,Heme biosynthesis!!!Aminoacyl-tRNA synthetases,0.0,0.0,,,0,False,0.0,,,,
519,220,Actinobacteriota,Pyrimidine salvage!!!RNA polymerase,0.0,0.0,,,0,False,0.0,,,,
520,221,Actinobacteriota,Purine biosynthesis!!!Purine biosynthesis,0.0008722051899496,0.0061674220439949,,,1,False,0.0,-0.0005900911991926,0.0023345015790919,0.9999999999999561,0.32222340595069654
521,222,Actinobacteriota,Purine biosynthesis!!!Arginine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
522,223,Actinobacteriota,Serine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
523,224,Actinobacteriota,Aromatic amino acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
524,225,Actinobacteriota,Serine biosynthesis!!!Pentose phosphate pathway,0.0,0.0,,,0,False,0.0,,,,
525,226,Actinobacteriota,Translation factors!!!Mureine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
526,227,Actinobacteriota,Ribosome 30S subunit!!!Ribosome 30S subunit,0.0,0.0,,,0,False,0.0,,,,
527,228,Actinobacteriota,tRNA modification!!!Pyrimidine salvagetRNA modification,0.0,0.0,,,0,False,0.0,,,,
528,229,Actinobacteriota,"Histidine biosynthesis, Purine biosynthesis",0.0,0.0,,,0,False,0.0,,,,
529,230,Actinobacteriota,Photosystem I,0.0,0.0,,,0,False,0.0,,,,
530,231,Actinobacteriota,Ubiquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
531,232,Actinobacteriota,RNA polymerase!!!Pyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
532,233,Actinobacteriota,Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
533,234,Actinobacteriota,Phospholipid biosynthesis!!!Ubiquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
534,235,Actinobacteriota,Riboflavin/FAD biosynthesis!!!Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
535,236,Actinobacteriota,Pyrimidine salvagetRNA modification!!!Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
536,237,Actinobacteriota,Fatty acid biosynthesis!!!Glycine cleavagePyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
537,238,Actinobacteriota,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
538,239,Actinobacteriota,Arginine biosynthesis!!!Arginine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
539,240,Actinobacteriota,Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
540,241,Actinobacteriota,Cysteine biosynthesis!!!Cobalamine/B12 biosynthesis,0.0,0.0,,,0,False,0.0,,,,
541,242,Actinobacteriota,"Isoleucine, leucine, valine biosynthesis!!!Aromatic amino acid biosynthesis!!!Aromatic amino acid biosynthesis",0.0,0.0,,,0,False,0.0,,,,
542,243,Actinobacteriota,Pyrimidine biosynthesis!!!Glutamine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
543,244,Actinobacteriota,Lysine biosynthesis!!!Pyrimidine degradation,-0.1201721128466019,0.2357434751969772,,,16,True,0.0,-0.1760669146106639,-0.0642773110825399,-3.6045330982054176,0.0007305380401383795
544,245,Actinobacteriota,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Biotin biosynthesis,0.0837108092779219,0.2292015472894362,,,8,True,0.0,0.0293670992810499,0.1380545192747939,2.582551540294968,0.012845544918498254
545,246,Actinobacteriota,Cysteine biosynthesis!!!Cysteine biosynthesis,0.978606340048782,0.6150958104766394,,,47,True,0.0,0.8327670612998378,1.1244456187977263,11.249941348558783,3.497495174182132e-15
546,247,Actinobacteriota,Cobalamine/B12 biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
547,248,Actinobacteriota,Pyruvate oxidation!!!Na+-translocating Fd:NADH oxidoreductase,0.0,0.0,,,0,False,0.0,,,,
548,249,Actinobacteriota,Proline biosynthesis,0.0,0.0,,,0,False,0.0,,,,
549,250,Actinobacteriota,Cobalamine/B12 biosynthesis!!!Histidine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
550,251,Actinobacteriota,Histidine biosynthesis!!!Arginine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
551,252,Actinobacteriota,Purine salvage,0.0039116787317582,0.0276597455704944,,,1,False,0.0,-0.002646449734853,0.0104698071983695,0.9999999999999918,0.32222340595067955
552,253,Actinobacteriota,tRNA modification!!!Arginine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
553,254,Actinobacteriota,Pyrimidine salvage!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
554,255,Actinobacteriota,NADH dehydrogenase!!!Na+-translocating Fd:NADH oxidoreductase!!!2Fe2S,0.0,0.0,,,0,False,0.0,,,,
555,256,Actinobacteriota,TCA cycle!!!TCA cycle,0.0,0.0,,,0,False,0.0,,,,
556,257,Actinobacteriota,Menaquinone biosynthesis!!!Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
557,258,Actinobacteriota,23S rRNA modification!!!tRNA modification,0.0,0.0,,,0,False,0.0,,,,
558,259,Actinobacteriota,Lipid A biosynthesis,0.0,0.0,,,0,False,0.0,,,,
559,260,Actinobacteriota,Na+-translocating NADH dehydrogenase,0.0,0.0,,,0,False,0.0,,,,
560,261,Actinobacteriota,Cobalamine/B12 biosynthesis!!!Heme biosynthesis!!!Heme biosynthesis,0.0,0.0,,,0,False,0.0,,,,
561,262,Actinobacteriota,Lipoate biosynthesis!!!Lipoate biosynthesis,0.0,0.0,,,0,False,0.0,,,,
562,263,Actinobacteriota,Isoprenoid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
563,264,Actinobacteriota,Translation factors,0.0,0.0,,,0,False,0.0,,,,
564,265,Actinobacteriota,Folate biosynthesis!!!Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
565,266,Actinobacteriota,Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
566,267,Actinobacteriota,Ubiquinone biosynthesis!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
567,268,Actinobacteriota,NADH dehydrogenase!!!NADH dehydrogenase!!!NADH dehydrogenase,0.0,0.0,,,0,False,0.0,,,,
568,269,Actinobacteriota,Riboflavin/FAD biosynthesis!!!Riboflavin/FAD biosynthesis,0.0,0.0,,,0,False,0.0,,,,
569,270,Actinobacteriota,Fatty acid biosynthesis!!!Pyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
570,271,Actinobacteriota,Urea cycle!!!RNA polymerase,0.0,0.0,,,0,False,0.0,,,,
571,272,Actinobacteriota,Phospholipid biosynthesis!!!Isoprenoid biosynthesis,-0.0365613161323062,0.1190155593141385,,,6,True,-0.0001037037037037,-0.0647799172585699,-0.0083427150060426,-2.1722163652586928,0.03470638810252267
572,273,Actinobacteriota,Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Pyrimidine degradation!!!Ubiquinone biosynthesis,0.0606734215538021,0.3202343432427913,,,3,False,-0.0003370370370368,-0.0152541735520407,0.136601016659645,1.3397247585639542,0.18651535656959745
573,274,Actinobacteriota,Biotin biosynthesis!!!Fatty acid biosynthesis!!!Fatty acid biosynthesis,-0.0101955828369981,0.0510197044246253,,,2,False,-0.0004148148148148,-0.0222923599057703,0.0019011942317741,-1.4130551800513458,0.16396052902095487
574,275,Actinobacteriota,Cysteine biosynthesis!!!Fatty acid biosynthesis,-0.0156205008511368,0.0902969626374341,,,2,False,-0.0005444444444444,-0.0370299198066312,0.0057889181043575,-1.2232263140144686,0.227094512886357
575,276,Actinobacteriota,Menaquinone biosynthesis,-0.2364474118310269,0.4053122527520195,,,22,True,-0.0011148148148146,-0.3325469878688794,-0.1403478357931744,-4.1250558591432664,0.00014307233594044953
576,277,Actinobacteriota,Pyruvate oxidation!!!Glycine cleavagePyruvate oxidation,-0.0733478780589793,0.2302315127420346,,,7,True,-0.0032407407407407,-0.1279357929686223,-0.0187599631493363,-2.252722980596523,0.028788775584246397
577,278,Actinobacteriota,Molybdopterin biosynthesis!!!Urea cycle,0.0304936436154623,0.1432268695790066,,,3,False,-0.0035777777777776,-0.0034654616183795,0.0644527488493041,1.5054620859171344,0.13862488923095048
578,279,Actinobacteriota,Pyrimidine biosynthesis!!!Purine salvage,-0.1305684799428925,0.3108477942887607,,,12,True,-0.0035777777777776,-0.2042705233442998,-0.0568664365414853,-2.9701306965386833,0.004599806785975987
579,280,Actinobacteriota,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Fatty acid biosynthesis,-0.2984793394002195,0.624048783496959,,,15,True,-0.0038111111111109,-0.4464413689559533,-0.1505173098444856,-3.38205554622325,0.0014214133365564867
580,281,Actinobacteriota,Cysteine biosynthesis!!!Molybdopterin biosynthesis,0.0680845769514696,0.1978914920831095,,,10,True,-0.0040962962962962,0.0211644842043102,0.115004669698629,2.4328012058437856,0.018679135441607556
581,282,Actinobacteriota,Menaquinone biosynthesis!!!Ubiquinone biosynthesis,-0.0167257652526984,0.0849417077412996,,,2,False,-0.0050555555555554,-0.0368654527317846,0.0034139222263877,-1.3923551038952091,0.17010175865292929
582,283,Actinobacteriota,Cysteine biosynthesis!!!CRISPR-Cas system,-0.0369624556030457,0.1723937504247077,,,4,False,-0.0059111111111111,-0.0778370312293737,0.0039121200232821,-1.5160876158115306,0.1359224092138501
583,284,Actinobacteriota,NADH dehydrogenase!!!Pyruvate oxidation,0.2912418213435682,0.5338851290758299,,,18,True,-0.0082185185185184,0.1646576033517873,0.417826039335349,3.8573666060645735,0.00033485943668377693
584,285,Actinobacteriota,Pyrimidine degradation!!!NADH dehydrogenase,-0.0769187743480205,0.2015869663813081,,,8,True,-0.0091777777777776,-0.1247150644242869,-0.0291224842717541,-2.698080531613495,0.009539041764893657
585,286,Actinobacteriota,Ribosome 30S subunit!!!Translation factors,-0.2002164140591472,0.5209143790425945,,,13,True,-0.0104740740740739,-0.3237252659088403,-0.0767075622094541,-2.7178052628587595,0.009059738604813551
586,287,Actinobacteriota,"Isoleucine, leucine, valine biosynthesis!!!Isoleucine, leucine, valine biosynthesis",0.0902969483208728,0.3339441801863423,,,9,True,-0.0143629629629627,0.0111187494919063,0.1694751471498393,1.9119837465804033,0.06173451056999707
587,288,Actinobacteriota,"Isoleucine, leucine, valine biosynthesis!!!Methionine biosynthesis",0.7829061330792217,0.7575452973560722,,,38,True,-0.0185629629629628,0.60329206661297,0.9625201995454734,7.307790539588621,2.215928566039144e-09
588,289,Actinobacteriota,Lysine biosynthesis!!!Lysine biosynthesis,0.5479946640574536,0.6847544015620156,,,28,True,-0.0200407407407406,0.3856393263311498,0.7103500017837573,5.6588280721548,7.816010202796809e-07
589,290,Actinobacteriota,Biotin biosynthesis,0.1730065974873327,0.4092739923781047,,,11,True,-0.0210777777777777,0.0759676925842556,0.2700455023904097,2.9890523353921545,0.004366034627105058
590,291,Actinobacteriota,Pyruvate oxidation!!!Fatty acid biosynthesis,-0.1729942563849439,0.362084428524639,,,20,True,-0.0224259259259258,-0.2588445109352674,-0.0871440018346204,-3.378367092298035,0.001436933891120679
591,292,Actinobacteriota,Mureine biosynthesis!!!Mureine biosynthesis,-0.7639087550964565,0.4522330357417867,,,47,True,-0.035337037037037,-0.8711332535171502,-0.6566842566757629,-11.944396323246457,4.010177389991302e-16
592,293,Actinobacteriota,Biotin biosynthesis!!!Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Pyrimidine degradation,-0.9070338061634498,0.6803725052554246,,,42,True,-0.0365555555555555,-1.0683501958331725,-0.7457174164937271,-9.426744175425455,1.3762744419835508e-12
593,294,Actinobacteriota,Biotin biosynthesis!!!Fatty acid biosynthesis,-1.327006198875466,0.6967967121813666,,,48,True,-0.0384222222222221,-1.4922167696651132,-1.161795628085819,-13.466410869877793,4.323646967309983e-18
594,295,Actinobacteriota,NADH dehydrogenase,-1.0399700522174526,1.108295615927992,,,32,True,-0.0570370370370369,-1.302747054620225,-0.77719304981468,-6.635141974626984,2.4386438328299314e-08
595,296,Actinobacteriota,Glutamine biosynthesis!!!Glutamine biosynthesis!!!Glutamine biosynthesis,1.0775455654633717,0.8861118218351076,,,42,True,-0.0913370370370369,0.8674483630662289,1.2876427678605145,8.598686504358914,2.3556071439544524e-11
596,297,Actinobacteriota,Glycine cleavage,1.7559688642943894,0.7696842793435834,,,50,True,-0.1000481481481481,1.5734766439736458,1.938461084615133,16.13203653521333,3.0758702209946678e-21
597,298,Actinobacteriota,Aminoacyl-tRNA synthetases!!!Glycolysis,1.7078682562645628,0.9673871317422058,,,47,True,-0.1801333333333331,1.4785006696848924,1.937235842844233,12.483577522920124,7.789553523175364e-17
598,0,Proteobacteria,Pyrimidine salvagetRNA modification!!!tRNA modification,8.593811288500433,2.0068446093606864,,,50,True,0.4657666076696165,8.117988229059378,9.069634347941486,30.28008352012867,2.2111888950044437e-33
599,1,Proteobacteria,Serine biosynthesis!!!Serine biosynthesis,-6.417787515806133,1.588824959845366,,,50,True,0.1232134119960668,-6.79449807415413,-6.041076957458136,-28.562372742951837,3.3268985722052193e-32
600,2,Proteobacteria,NAD biosynthesis!!!NAD biosynthesis,2.673847465509636,0.6392610960886881,,,50,True,0.1194338249754178,2.5222785951029425,2.8254163359163296,29.576266822563227,6.60148545826632e-33
601,3,Proteobacteria,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Fatty acid biosynthesis,3.978398728810008,1.2356612977234411,,,50,True,0.1162279252704031,3.6854233103978298,4.271374147222185,22.76637396176765,1.0343920071981571e-27
602,4,Proteobacteria,Biotin biosynthesis!!!Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Pyrimidine degradation,2.255946222337517,0.6489207413622967,,,50,True,0.0904063716814159,2.1020870490614514,2.409805395613584,24.58227592568852,3.240435591957739e-29
603,5,Proteobacteria,Methionine biosynthesis,2.9857675209719936,0.6157425560883507,,,50,True,0.0884603343166174,2.839774898773233,3.1317601431707542,34.287973768421935,6.554170196346373e-36
604,6,Proteobacteria,Menaquinone biosynthesis,-2.803775487045236,0.5740610875626392,,,50,True,0.0830721730580137,-2.9398854288494154,-2.6676655452410567,-34.53584823580246,4.668769331002377e-36
605,7,Proteobacteria,TCA cycle!!!Pyruvate oxidation!!!Pyruvate oxidation!!!Pyruvate oxidation,-2.907088607503692,0.823788519240439,,,50,True,0.0730101474926253,-3.1024089485650124,-2.711768266442372,-24.953274048676615,1.6404241666604097e-29
606,8,Proteobacteria,Lysine biosynthesisTCA cycle,-2.487316639151595,1.6453765167700007,,,45,True,0.0513168928220255,-2.877435577354476,-2.097197700948714,-10.689337331463081,2.1021320389563014e-14
607,9,Proteobacteria,Thiamine biosynthesis!!!Menaquinone biosynthesis,-1.9838524669917228,0.9854157910076436,,,49,True,0.0453381710914454,-2.2174946505029585,-1.7502102834804871,-14.235569848632833,4.895903381114589e-19
608,10,Proteobacteria,Ribosome 30S subunit!!!Translation factors,1.3460812941039484,0.801721313073517,,,45,True,0.0388645034414946,1.1559930898521673,1.5361694983557297,11.872245324753942,5.00759549916911e-16
609,11,Proteobacteria,Cobalamine/B12 biosynthesis!!!2Fe2S,1.7649799801829094,0.6179568090288081,,,50,True,0.0377283775811209,1.61846235838847,1.9114976019773489,20.196060540335473,2.103173929308345e-25
610,12,Proteobacteria,Cysteine biosynthesis!!!Biotin biosynthesis,-1.762141701494018,0.7239244945610369,,,50,True,0.0303885545722712,-1.933784272224038,-1.5904991307639975,-17.212048437365926,2.0504649984288775e-22
611,13,Proteobacteria,Pyrimidine biosynthesis!!!Purine salvage,1.4551587351599935,0.6494272021412608,,,50,True,0.0273626352015731,1.3011794799821153,1.6091379903378715,15.844002313759828,6.469669875271966e-21
612,14,Proteobacteria,tRNA modification!!!tRNA modification,-1.073210594830846,0.6770624954463863,,,41,True,0.0242692232055063,-1.2337421808407485,-0.9126790088209434,-11.208337403858334,3.9899108580226626e-15
613,15,Proteobacteria,Menaquinone biosynthesis!!!Fatty acid biosynthesis,2.5941431450165537,0.6305206799131973,,,50,True,0.0204558898721729,2.4446466281672863,2.743639661865821,29.092403590352223,1.4194563321108049e-32
614,16,Proteobacteria,Histidine biosynthesis!!!Histidine biosynthesis,-2.827473875140468,1.2971994099207658,,,50,True,0.0190385447394296,-3.1350399861660043,-2.519907764114931,-15.412633828300548,2.0046097287471268e-20
615,17,Proteobacteria,Cobalamine/B12 biosynthesis!!!Heme biosynthesis!!!Cobalamine/B12 biosynthesis,-0.6236146130637974,0.6106870739179285,,,36,True,0.01821738446411,-0.7684085799296738,-0.4788206461979211,-7.220754140338951,3.0205974393208457e-09
616,18,Proteobacteria,Pyrimidine salvage!!!Thymidylate biosynthesis,0.6271625343373198,0.6029548995868541,,,37,True,0.0165300688298919,0.4842018667857911,0.7701232018888484,7.354959404756921,1.873674396812745e-09
617,19,Proteobacteria,Purine biosynthesis!!!tRNA modification,-2.025133102906433,0.5969660516812018,,,50,True,0.0137235004916421,-2.166673814015045,-1.8835923917978217,-23.987718327326547,9.827254404699592e-29
618,20,Proteobacteria,Serine biosynthesis,-0.4723802901643931,0.4899261628097439,,,34,True,0.013380412979351,-0.5885418328174697,-0.3562187475113165,-6.817829539016162,1.270603504184515e-08
619,21,Proteobacteria,Cysteine biosynthesis!!!Fatty acid biosynthesis,-0.5596627362653173,0.5663257538979402,,,33,True,0.0114568731563421,-0.6939386296768275,-0.4253868428538071,-6.987874262591673,6.926901064289991e-09
620,22,Proteobacteria,Cysteine biosynthesis!!!Glutamine biosynthesis!!!Biotin biosynthesis,1.2829717193626022,0.7669853424426917,,,47,True,0.0105288495575221,1.1011194172534784,1.464824021471726,11.82810091184559,5.73844398269433e-16
621,23,Proteobacteria,Glycine cleavage,-0.9937970760792344,0.6047001401816501,,,46,True,0.0099270403146509,-1.1371715403519456,-0.850422611806523,-11.620977157503136,1.0910702718187823e-15
622,24,Proteobacteria,Glutamine biosynthesis!!!Glutamine biosynthesis!!!Glutamine biosynthesis,2.612633118148044,0.8459381580133193,,,50,True,0.0090777581120944,2.412061095497992,2.8132051407980967,21.8386010501485,6.640078514302264e-27
623,25,Proteobacteria,tRNA modification!!!Mureine biosynthesis,0.7346873392791606,0.6678271816934562,,,37,True,0.008717797443461,0.5763454470922478,0.8930292314660735,7.7789945347665785,4.165840077165034e-10
624,26,Proteobacteria,Pyruvate oxidation!!!Menaquinone biosynthesis,0.8264061165500909,0.6754280844904532,,,44,True,0.0084871976401179,0.66626204954281,0.9865501835573718,8.651659331984279,1.9602520549656738e-11
625,27,Proteobacteria,Purine biosynthesis!!!Pyrimidine biosynthesis,-0.8207354562780683,0.6491754828183499,,,43,True,0.0083353392330383,-0.9746550287790772,-0.6668158837770597,-8.939764702371672,7.250824183940165e-12
626,28,Proteobacteria,NADH dehydrogenase!!!Pyruvate oxidation,-0.342097029870843,0.5030593989774446,,,32,True,0.0070867256637168,-0.4613724641448897,-0.2228215955967963,-4.808559985901305,1.4867128771649797e-05
627,29,Proteobacteria,Purine biosynthesis!!!Arginine biosynthesis,-0.3320810730509185,0.4897265329322077,,,29,True,0.0061418289085545,-0.4481952834398816,-0.2159668626619554,-4.794855146035454,1.5574624676985866e-05
628,30,Proteobacteria,Pentose phosphate pathway!!!Pentose phosphate pathway,0.628992287071578,0.4849546813875107,,,44,True,0.0061193313667649,0.5140094831655112,0.7439750909776447,9.17126338959809,3.280578435767627e-12
629,31,Proteobacteria,16S rRNA modification!!!tRNA modification,-1.462734241372799,1.0011084373742014,,,45,True,0.005905604719764,-1.7000971529214888,-1.2253713298241091,-10.331641034425274,6.739703735253219e-14
630,32,Proteobacteria,Fatty acid biosynthesis!!!Ubiquinone biosynthesis,-0.5055111705000563,0.630209970507222,,,28,True,0.0056300098328417,-0.6549340181178054,-0.3560883228823074,-5.671925125818722,7.463813084407111e-07
631,33,Proteobacteria,Pyrimidine degradation!!!tRNA modification,-1.567454080139424,0.9463552124602932,,,45,True,0.0054669026548672,-1.7918349965344884,-1.34307316374436,-11.711854012867425,8.224657826020661e-16
632,34,Proteobacteria,Mureine biosynthesis!!!Mureine biosynthesis,0.5704104856587194,0.6925659917317156,,,29,True,0.0053994100294984,0.4062030191147139,0.7346179522027249,5.823865556272327,4.366765497200262e-07
633,35,Proteobacteria,Ribosome 30S subunit,0.2278570019839998,0.3569981618053146,,,33,True,0.0044488888888889,0.1432127017862124,0.3125013021817872,4.513166970635207,4.012947323379444e-05
634,36,Proteobacteria,Lysine biosynthesis,0.5952794994015238,0.4485520087410539,,,47,True,0.0043532743362831,0.4889277728542497,0.7016312259487978,9.384110705680703,1.5901660801311577e-12
635,37,Proteobacteria,Heme biosynthesis!!!NADH dehydrogenase,-0.9394458514600904,0.7549722095000475,,,40,True,0.0040326843657817,-1.1184498385359631,-0.7604418643842179,-8.798847477642926,1.178177447993428e-11
636,38,Proteobacteria,Biotin biosynthesis!!!Fatty acid biosynthesis!!!Menaquinone biosynthesis,1.0892723481971935,1.0560641357353595,,,41,True,0.0036502261553588,0.8388794350200985,1.3396652613742883,7.293419385299939,2.332180122090435e-09
637,39,Proteobacteria,Methionine biosynthesis!!!Biotin biosynthesis,-0.8965301586944117,0.5544946226197036,,,46,True,0.0034477482792527,-1.0280008896856725,-0.7650594277031513,-11.432798964866704,1.9654865895179036e-15
638,40,Proteobacteria,16S rRNA modification,-0.4070803576176031,0.6348661018646324,,,20,True,0.0031834021632251,-0.5576071744501625,-0.2565535407850437,-4.534015606028181,3.743815053134267e-05
639,41,Proteobacteria,Glutamine biosynthesis!!!Glutamine biosynthesis!!!Glutamine biosynthesis!!!Isoprenoid biosynthesis,0.0589184590982336,0.2359324894454272,,,13,True,0.003138407079646,0.0029788420367859,0.1148580761596813,1.765828948075413,0.08365466563707136
640,42,Proteobacteria,Heme biosynthesis!!!Menaquinone biosynthesis,0.5690212111769837,0.6542902188260159,,,32,True,0.003110285152409,0.4138889342522995,0.7241534881016678,6.149545652450293,1.376106092559432e-07
641,43,Proteobacteria,Ubiquinone biosynthesis!!!NADH dehydrogenase,0.3038163921115249,0.4741874149121941,,,21,True,0.0029584267453294,0.1913865081735539,0.4162462760494959,4.530500480226174,3.7879202383448854e-05
